Patient Id,Patient Gender,Patient Age,Department Referral,Patient Waittime,Arrival_Time,Day_of_Week,Emergency_Case_Type,Triage_Level,Queue_Length,Doctors_Available,Nurses_Available,Gender_Code,Day_Code,Emergency_Type_Code,Department_Code
730-92-9749,M,18,General Medicine,68,22:30,Saturday,Fever,4,22,9,7,0,6,10,5
153-86-7429,M,38,General,21,23:17,Sunday,Allergic Reaction,3,8,3,6,0,7,8,6
209-13-8764,M,45,Pulmonology,3,17:20,Friday,Breathing Problem,2,5,6,9,0,5,6,6
246-42-6834,M,43,General Surgery,8,18:09,Saturday,Abdominal Pain,3,5,7,8,0,6,9,6
848-11-5125,M,32,Cardiology,9,07:06,Sunday,Heart Attack,1,22,3,13,0,7,1,1
314-97-4194,M,47,Pulmonology,3,00:20,Saturday,Breathing Problem,2,19,9,15,0,6,6,6
722-55-2589,M,67,Cardiology,8,18:33,Saturday,Chest Pain,2,9,9,13,0,6,7,1
845-06-3779,M,50,Neurology,3,02:38,Thursday,Stroke,1,17,6,11,0,4,2,2
205-08-0013,M,30,General Surgery,19,23:53,Tuesday,Abdominal Pain,3,20,9,15,0,2,9,6
401-75-7006,M,55,Trauma,7,17:33,Saturday,Accident,2,22,7,9,0,6,3,6
859-31-3788,M,23,Trauma,11,16:40,Wednesday,Accident,2,19,7,9,0,3,3,6
725-05-3696,M,36,Trauma,3,18:22,Saturday,Accident,2,17,8,15,0,6,3,6
814-08-7027,M,65,General Surgery,56,15:33,Wednesday,Abdominal Pain,3,25,3,5,0,3,9,6
858-02-6228,M,22,Neurology,4,01:14,Monday,Stroke,1,24,10,8,0,1,2,2
546-86-5704,M,51,Burn Unit,29,02:24,Saturday,Burn Injury,3,21,8,5,0,6,5,6
744-36-1390,M,26,Burn Unit,23,06:33,Sunday,Burn Injury,3,24,8,15,0,7,5,6
278-41-5607,M,72,Cardiology,4,03:54,Friday,Chest Pain,2,13,3,9,0,5,7,1
474-79-8359,M,4,General,37,01:22,Tuesday,Allergic Reaction,3,21,4,8,0,2,8,6
368-60-2216,M,47,Trauma,7,17:29,Saturday,Accident,2,24,8,6,0,6,3,6
624-35-0744,M,76,General Surgery,26,04:40,Thursday,Abdominal Pain,3,13,5,6,0,4,9,6
737-85-6782,M,32,Trauma,4,11:09,Tuesday,Accident,2,7,9,9,0,2,3,6
608-62-4792,M,67,Cardiology,4,00:11,Saturday,Chest Pain,2,5,9,15,0,6,7,1
614-40-8020,M,71,Cardiology,2,21:18,Sunday,Heart Attack,1,20,4,10,0,7,1,1
514-65-3918,M,18,Orthopedics,29,08:27,Tuesday,Fracture,3,24,3,13,0,2,4,4
853-11-6791,M,74,Orthopedics,11,12:45,Sunday,Fracture,3,5,4,5,0,7,4,4
810-25-2434,M,78,General Medicine,24,16:11,Saturday,Fever,4,7,6,11,0,6,10,5
207-92-4947,M,23,Cardiology,8,03:09,Friday,Chest Pain,2,22,3,5,0,5,7,1
596-81-0629,M,48,Cardiology,11,00:43,Tuesday,Chest Pain,2,14,6,15,0,2,7,1
709-75-8904,M,11,Cardiology,11,14:21,Friday,Chest Pain,2,18,10,10,0,5,7,1
270-86-7036,M,63,Orthopedics,14,14:32,Tuesday,Fracture,3,8,8,7,0,2,4,4
657-17-7377,M,26,Orthopedics,14,04:06,Friday,Fracture,3,15,5,15,0,5,4,4
652-77-9755,M,44,Cardiology,4,01:02,Thursday,Chest Pain,2,13,5,14,0,4,7,1
343-46-6292,M,25,Neurology,13,22:02,Monday,Stroke,1,8,6,13,0,1,2,2
404-43-9499,M,79,Cardiology,4,02:58,Tuesday,Chest Pain,2,17,5,8,0,2,7,1
196-16-6364,M,74,Orthopedics,17,19:08,Friday,Fracture,3,14,10,9,0,5,4,4
543-38-8768,M,40,Pulmonology,3,10:28,Saturday,Breathing Problem,2,10,4,15,0,6,6,6
749-06-8527,M,41,General Medicine,66,04:03,Saturday,Fever,4,24,4,13,0,6,10,5
806-98-9898,M,53,General Medicine,34,13:14,Tuesday,Fever,4,12,7,11,0,2,10,5
149-82-2432,M,45,Neurology,7,19:42,Saturday,Stroke,1,14,5,11,0,6,2,2
133-23-1511,M,25,Pulmonology,7,19:24,Thursday,Breathing Problem,2,25,7,5,0,4,6,6
618-23-9015,M,23,Neurology,8,03:01,Sunday,Stroke,1,9,7,15,0,7,2,2
793-16-8190,M,7,Orthopedics,40,16:54,Wednesday,Fracture,3,22,3,7,0,3,4,4
838-39-0089,M,39,General,14,01:17,Tuesday,Allergic Reaction,3,8,5,11,0,2,8,6
495-89-0285,M,30,Burn Unit,6,07:08,Tuesday,Burn Injury,3,5,8,11,0,2,5,6
160-06-0536,M,11,Orthopedics,18,03:41,Saturday,Fracture,3,21,7,15,0,6,4,4
526-02-3053,M,34,Cardiology,5,06:40,Thursday,Chest Pain,2,19,3,5,0,4,7,1
748-34-2359,M,73,General Surgery,30,17:21,Sunday,Abdominal Pain,3,14,3,7,0,7,9,6
360-87-9898,M,67,Trauma,6,01:29,Wednesday,Accident,2,23,6,5,0,3,3,6
177-90-6739,M,34,Neurology,9,02:18,Sunday,Stroke,1,19,8,10,0,7,2,2
544-04-8135,M,40,Trauma,9,22:16,Thursday,Accident,2,16,9,6,0,4,3,6
159-69-6815,M,34,Neurology,12,07:16,Wednesday,Stroke,1,25,10,12,0,3,2,2
655-02-7368,M,79,General Medicine,69,00:27,Friday,Fever,4,25,8,8,0,5,10,5
639-06-0100,M,26,General,17,09:12,Sunday,Allergic Reaction,3,12,6,12,0,7,8,6
603-11-3680,M,30,Burn Unit,30,08:32,Tuesday,Burn Injury,3,22,7,9,0,2,5,6
673-14-9836,M,11,Trauma,10,10:59,Saturday,Accident,2,20,7,5,0,6,3,6
760-50-9495,M,6,General,27,23:50,Thursday,Allergic Reaction,3,15,4,8,0,4,8,6
453-75-8232,M,72,Cardiology,14,17:27,Wednesday,Heart Attack,1,24,9,14,0,3,1,1
591-38-7538,M,51,Burn Unit,15,04:21,Thursday,Burn Injury,3,13,9,12,0,4,5,6
215-85-8962,M,42,General Medicine,81,02:23,Friday,Fever,4,16,4,5,0,5,10,5
358-26-5831,M,78,Cardiology,14,18:00,Thursday,Chest Pain,2,6,4,14,0,4,7,1
693-67-1165,M,71,General,11,02:41,Wednesday,Allergic Reaction,3,7,3,9,0,3,8,6
794-01-9516,M,71,Cardiology,11,18:33,Tuesday,Chest Pain,2,25,5,11,0,2,7,1
295-28-1056,M,36,General Surgery,11,11:29,Sunday,Abdominal Pain,3,8,8,11,0,7,9,6
195-87-9475,M,19,General Medicine,45,15:21,Saturday,Fever,4,14,8,9,0,6,10,5
222-73-0701,M,29,Pulmonology,15,06:13,Friday,Breathing Problem,2,8,6,7,0,5,6,6
179-52-4667,M,71,Cardiology,10,00:59,Saturday,Chest Pain,2,8,10,7,0,6,7,1
498-46-0026,M,3,Pulmonology,7,13:53,Wednesday,Breathing Problem,2,20,5,15,0,3,6,6
859-55-1950,M,29,Neurology,6,19:52,Monday,Stroke,1,12,5,13,0,1,2,2
588-44-5318,M,59,General,19,09:34,Tuesday,Allergic Reaction,3,11,5,7,0,2,8,6
111-27-8693,M,22,Pulmonology,15,20:37,Sunday,Breathing Problem,2,5,3,7,0,7,6,6
457-95-6519,M,35,Pulmonology,11,00:37,Saturday,Breathing Problem,2,22,3,8,0,6,6,6
258-91-3638,M,38,Cardiology,12,02:11,Friday,Heart Attack,1,14,9,13,0,5,1,1
857-31-2180,M,34,General Medicine,28,20:08,Thursday,Fever,4,10,10,15,0,4,10,5
591-05-6298,M,15,Neurology,4,06:03,Wednesday,Stroke,1,19,10,15,0,3,2,2
899-68-9474,M,70,Pulmonology,6,05:11,Wednesday,Breathing Problem,2,6,3,13,0,3,6,6
787-26-4744,M,56,Pulmonology,11,08:01,Wednesday,Breathing Problem,2,9,9,12,0,3,6,6
359-56-0973,M,48,Cardiology,2,16:54,Monday,Chest Pain,2,24,3,13,0,1,7,1
542-32-4791,M,20,Pulmonology,9,21:38,Monday,Breathing Problem,2,6,3,6,0,1,6,6
307-42-0988,M,77,Cardiology,2,17:18,Saturday,Heart Attack,1,7,7,7,0,6,1,1
189-85-8766,M,73,General Surgery,10,21:36,Friday,Abdominal Pain,3,9,10,11,0,5,9,6
162-33-3355,M,12,General,24,00:48,Tuesday,Allergic Reaction,3,15,7,7,0,2,8,6
863-59-4383,M,2,General Surgery,21,18:00,Monday,Abdominal Pain,3,17,4,12,0,1,9,6
238-37-6207,M,77,Orthopedics,11,10:19,Monday,Fracture,3,9,10,9,0,1,4,4
705-28-9468,M,64,Pulmonology,8,07:57,Thursday,Breathing Problem,2,15,6,11,0,4,6,6
536-22-5483,M,54,Burn Unit,7,04:32,Friday,Burn Injury,3,6,9,9,0,5,5,6
410-50-5126,M,65,Orthopedics,43,15:31,Friday,Fracture,3,23,3,7,0,5,4,4
200-16-4772,M,78,Cardiology,5,04:12,Tuesday,Chest Pain,2,7,6,6,0,2,7,1
140-55-0292,M,30,General,25,18:56,Wednesday,Allergic Reaction,3,15,6,5,0,3,8,6
210-86-6844,M,38,Pulmonology,10,07:11,Tuesday,Breathing Problem,2,13,9,5,0,2,6,6
510-10-3956,M,35,General,13,13:49,Tuesday,Allergic Reaction,3,10,7,12,0,2,8,6
351-73-4682,M,10,Cardiology,10,19:41,Tuesday,Chest Pain,2,6,4,10,0,2,7,1
304-49-6840,M,20,Orthopedics,17,00:07,Saturday,Fracture,3,15,8,15,0,6,4,4
763-18-6760,M,43,General Medicine,54,21:56,Thursday,Fever,4,24,8,14,0,4,10,5
426-51-7600,M,37,Orthopedics,16,11:37,Saturday,Fracture,3,11,10,6,0,6,4,4
140-96-0148,M,9,General,20,15:50,Thursday,Allergic Reaction,3,18,10,6,0,4,8,6
508-68-9988,M,8,Burn Unit,31,21:44,Thursday,Burn Injury,3,20,3,10,0,4,5,6
299-74-5940,M,46,Cardiology,3,08:18,Monday,Chest Pain,2,20,7,11,0,1,7,1
712-85-4431,M,35,Trauma,3,13:00,Saturday,Accident,2,9,5,15,0,6,3,6
204-16-6516,M,37,Cardiology,9,14:17,Monday,Chest Pain,2,9,10,13,0,1,7,1
488-56-9052,M,41,Burn Unit,12,23:23,Wednesday,Burn Injury,3,13,10,9,0,3,5,6
649-23-2850,M,32,Burn Unit,16,21:38,Monday,Burn Injury,3,15,10,13,0,1,5,6
591-35-0584,M,22,General Medicine,42,06:40,Friday,Fever,4,12,7,6,0,5,10,5
783-04-7667,M,70,Neurology,13,04:45,Thursday,Stroke,1,19,10,12,0,4,2,2
266-27-4585,M,8,Trauma,7,19:43,Sunday,Accident,2,18,9,14,0,7,3,6
612-19-4053,M,47,Burn Unit,21,22:28,Friday,Burn Injury,3,12,6,7,0,5,5,6
362-31-6050,M,69,Pulmonology,13,02:35,Wednesday,Breathing Problem,2,5,7,11,0,3,6,6
275-15-5173,M,45,General Medicine,47,11:56,Tuesday,Fever,4,11,8,5,0,2,10,5
282-16-4480,M,22,Pulmonology,2,13:37,Tuesday,Breathing Problem,2,15,10,5,0,2,6,6
886-77-9729,M,54,General,41,18:17,Tuesday,Allergic Reaction,3,25,3,8,0,2,8,6
413-63-3325,M,32,Trauma,4,05:13,Monday,Accident,2,25,4,5,0,1,3,6
286-68-0132,M,51,General,11,04:19,Tuesday,Allergic Reaction,3,10,3,15,0,2,8,6
272-23-6884,M,36,Cardiology,9,01:47,Saturday,Chest Pain,2,22,4,9,0,6,7,1
856-58-6182,M,63,Neurology,3,19:19,Friday,Stroke,1,13,8,14,0,5,2,2
255-46-9033,M,7,General Surgery,10,23:45,Saturday,Abdominal Pain,3,7,7,13,0,6,9,6
824-34-1887,M,42,Pulmonology,11,22:12,Thursday,Breathing Problem,2,11,5,10,0,4,6,6
815-91-7351,M,34,Burn Unit,19,05:53,Monday,Burn Injury,3,16,8,12,0,1,5,6
414-38-4030,M,41,Cardiology,7,10:33,Thursday,Heart Attack,1,17,7,12,0,4,1,1
163-37-9298,M,21,Pulmonology,3,23:55,Thursday,Breathing Problem,2,7,7,10,0,4,6,6
537-10-1540,M,43,Neurology,3,16:07,Wednesday,Stroke,1,12,6,11,0,3,2,2
676-08-5880,M,50,Cardiology,8,19:35,Thursday,Chest Pain,2,10,10,14,0,4,7,1
327-11-9513,M,71,Cardiology,4,02:15,Monday,Heart Attack,1,16,3,5,0,1,1,1
668-01-8193,M,21,General,25,03:13,Wednesday,Allergic Reaction,3,11,4,6,0,3,8,6
400-30-8680,M,39,Neurology,9,13:06,Sunday,Stroke,1,14,10,13,0,7,2,2
577-92-8928,M,59,General,40,07:57,Friday,Allergic Reaction,3,25,7,5,0,5,8,6
735-60-3323,M,8,Orthopedics,38,17:35,Wednesday,Fracture,3,25,7,6,0,3,4,4
276-67-3192,M,61,Burn Unit,7,20:56,Thursday,Burn Injury,3,5,4,12,0,4,5,6
723-85-9208,M,11,Orthopedics,16,19:07,Saturday,Fracture,3,13,9,6,0,6,4,4
691-32-3373,M,19,Burn Unit,18,20:59,Friday,Burn Injury,3,13,5,12,0,5,5,6
566-91-4222,M,76,Orthopedics,12,01:59,Sunday,Fracture,3,6,5,5,0,7,4,4
410-34-5251,M,24,Orthopedics,25,14:06,Thursday,Fracture,3,16,6,8,0,4,4,4
544-31-7500,M,14,Cardiology,13,14:02,Sunday,Heart Attack,1,13,8,9,0,7,1,1
179-82-2740,M,44,General Medicine,66,18:12,Tuesday,Fever,4,20,10,5,0,2,10,5
768-83-3336,M,12,Pulmonology,3,05:27,Saturday,Breathing Problem,2,8,8,10,0,6,6,6
791-22-1079,M,52,Cardiology,14,10:47,Sunday,Heart Attack,1,23,6,5,0,7,1,1
639-02-2166,M,12,Orthopedics,39,07:11,Monday,Fracture,3,20,4,6,0,1,4,4
792-34-9406,M,48,Neurology,12,08:44,Thursday,Stroke,1,12,3,11,0,4,2,2
735-20-6750,M,62,Neurology,7,21:21,Sunday,Stroke,1,6,3,15,0,7,2,2
441-46-3541,M,2,Orthopedics,12,23:02,Wednesday,Fracture,3,5,7,6,0,3,4,4
359-29-3726,M,62,Burn Unit,11,17:38,Tuesday,Burn Injury,3,5,5,11,0,2,5,6
473-32-0894,M,23,Cardiology,13,22:38,Tuesday,Heart Attack,1,22,3,12,0,2,1,1
220-21-6446,M,1,General Surgery,13,18:52,Monday,Abdominal Pain,3,12,8,11,0,1,9,6
236-18-8893,M,65,Neurology,15,16:24,Thursday,Stroke,1,16,3,13,0,4,2,2
648-43-2810,M,25,Trauma,2,16:51,Wednesday,Accident,2,7,4,8,0,3,3,6
369-17-0446,M,29,General Surgery,28,11:46,Sunday,Abdominal Pain,3,25,7,11,0,7,9,6
778-87-4111,M,14,Trauma,13,22:27,Friday,Accident,2,9,9,7,0,5,3,6
812-09-5507,M,46,Trauma,4,20:32,Sunday,Accident,2,14,6,12,0,7,3,6
163-65-7783,M,57,General,13,11:55,Tuesday,Allergic Reaction,3,9,7,9,0,2,8,6
861-21-2134,M,11,Cardiology,6,00:48,Friday,Chest Pain,2,22,5,8,0,5,7,1
609-16-8648,M,70,Burn Unit,8,23:34,Monday,Burn Injury,3,6,3,10,0,1,5,6
406-59-1240,M,23,General,19,16:29,Monday,Allergic Reaction,3,12,9,5,0,1,8,6
750-20-0343,M,36,Pulmonology,6,04:35,Tuesday,Breathing Problem,2,24,6,15,0,2,6,6
229-50-4595,M,19,General Surgery,41,07:17,Saturday,Abdominal Pain,3,16,3,5,0,6,9,6
348-55-5182,M,56,Cardiology,7,22:37,Friday,Chest Pain,2,17,9,11,0,5,7,1
362-44-1114,M,8,General Medicine,36,12:27,Sunday,Fever,4,10,5,10,0,7,10,5
556-53-6036,M,59,Pulmonology,2,17:31,Friday,Breathing Problem,2,7,3,13,0,5,6,6
548-91-1120,M,68,Cardiology,5,17:08,Tuesday,Heart Attack,1,8,3,12,0,2,1,1
186-95-9617,M,9,General Medicine,48,17:22,Sunday,Fever,4,19,9,11,0,7,10,5
183-19-1971,M,43,Orthopedics,19,17:48,Tuesday,Fracture,3,15,5,15,0,2,4,4
590-11-7748,M,71,General,9,01:26,Thursday,Allergic Reaction,3,6,9,7,0,4,8,6
564-07-6410,M,12,General Medicine,31,20:11,Monday,Fever,4,8,6,10,0,1,10,5
696-01-6860,M,35,General,22,20:47,Wednesday,Allergic Reaction,3,22,7,11,0,3,8,6
216-59-3629,M,65,General Surgery,21,15:58,Friday,Abdominal Pain,3,22,7,14,0,5,9,6
435-71-5591,M,17,Cardiology,6,10:30,Friday,Heart Attack,1,14,5,6,0,5,1,1
856-18-1103,M,19,Orthopedics,39,20:37,Saturday,Fracture,3,25,7,5,0,6,4,4
746-61-3845,M,70,Cardiology,8,17:03,Sunday,Heart Attack,1,5,8,6,0,7,1,1
475-98-9744,M,66,Pulmonology,8,10:10,Monday,Breathing Problem,2,17,8,11,0,1,6,6
729-48-0999,M,32,General Medicine,30,23:17,Sunday,Fever,4,6,9,5,0,7,10,5
143-59-4736,M,17,General,22,17:11,Tuesday,Allergic Reaction,3,24,7,14,0,2,8,6
880-76-5052,M,41,General Surgery,28,16:51,Friday,Abdominal Pain,3,18,6,6,0,5,9,6
649-56-1131,M,7,Orthopedics,15,11:16,Wednesday,Fracture,3,11,6,14,0,3,4,4
744-40-2958,M,27,Cardiology,2,21:04,Wednesday,Heart Attack,1,12,9,11,0,3,1,1
424-23-3662,M,62,Orthopedics,13,09:13,Saturday,Fracture,3,7,3,9,0,6,4,4
402-25-4023,M,5,Orthopedics,36,16:38,Friday,Fracture,3,23,7,5,0,5,4,4
808-38-8970,M,69,Burn Unit,20,05:41,Saturday,Burn Injury,3,12,4,9,0,6,5,6
718-27-6609,M,58,Burn Unit,14,10:04,Sunday,Burn Injury,3,15,9,10,0,7,5,6
259-13-6629,M,54,Burn Unit,15,11:23,Saturday,Burn Injury,3,13,10,6,0,6,5,6
869-39-7477,M,45,Cardiology,13,09:56,Saturday,Chest Pain,2,21,4,6,0,6,7,1
379-34-6995,M,26,General Medicine,90,11:03,Wednesday,Fever,4,25,7,5,0,3,10,5
648-51-2873,M,56,General Medicine,44,23:35,Saturday,Fever,4,24,10,15,0,6,10,5
535-41-2592,M,25,Neurology,8,12:22,Sunday,Stroke,1,10,6,9,0,7,2,2
709-21-1735,M,19,Burn Unit,12,04:21,Tuesday,Burn Injury,3,9,6,14,0,2,5,6
558-58-8052,M,35,General Surgery,34,05:19,Monday,Abdominal Pain,3,25,6,9,0,1,9,6
226-88-2331,M,43,Pulmonology,15,17:29,Wednesday,Breathing Problem,2,18,4,13,0,3,6,6
804-28-9814,M,33,Burn Unit,24,18:25,Friday,Burn Injury,3,20,5,13,0,5,5,6
454-05-8913,M,42,Orthopedics,14,04:06,Wednesday,Fracture,3,10,6,11,0,3,4,4
560-75-3252,M,35,General Surgery,17,01:20,Monday,Abdominal Pain,3,16,7,12,0,1,9,6
175-33-9092,M,30,Cardiology,7,21:01,Sunday,Heart Attack,1,24,4,11,0,7,1,1
874-33-1108,M,53,General,4,15:36,Friday,Allergic Reaction,3,5,8,13,0,5,8,6
881-51-4957,M,27,General,21,07:58,Wednesday,Allergic Reaction,3,10,5,6,0,3,8,6
790-42-7993,M,29,General,9,19:42,Friday,Allergic Reaction,3,7,6,11,0,5,8,6
867-09-8334,M,73,Pulmonology,11,14:45,Thursday,Breathing Problem,2,17,3,12,0,4,6,6
430-41-7125,M,67,General Medicine,55,08:00,Tuesday,Fever,4,19,7,12,0,2,10,5
469-48-7160,M,78,Neurology,3,17:06,Thursday,Stroke,1,23,8,10,0,4,2,2
568-90-8670,M,11,General,26,02:15,Saturday,Allergic Reaction,3,20,4,13,0,6,8,6
363-63-8730,M,69,Trauma,8,15:05,Wednesday,Accident,2,22,5,15,0,3,3,6
747-47-8842,M,2,Pulmonology,14,01:56,Saturday,Breathing Problem,2,10,5,7,0,6,6,6
785-35-7295,M,38,Cardiology,5,07:04,Wednesday,Heart Attack,1,10,6,9,0,3,1,1
632-46-3978,M,69,General Medicine,50,20:05,Friday,Fever,4,14,6,7,0,5,10,5
386-44-5784,M,47,General Medicine,26,10:53,Saturday,Fever,4,9,7,14,0,6,10,5
803-46-4719,M,40,General,29,13:16,Tuesday,Allergic Reaction,3,14,3,6,0,2,8,6
129-63-5548,M,39,Cardiology,13,07:22,Sunday,Chest Pain,2,13,4,13,0,7,7,1
564-20-5727,M,9,Burn Unit,12,13:29,Wednesday,Burn Injury,3,13,10,13,0,3,5,6
743-66-1685,M,11,Trauma,9,03:03,Wednesday,Accident,2,13,10,13,0,3,3,6
442-39-1463,M,48,General Surgery,22,16:56,Thursday,Abdominal Pain,3,19,5,14,0,4,9,6
729-20-7063,M,64,Burn Unit,9,18:01,Saturday,Burn Injury,3,6,7,6,0,6,5,6
237-42-9499,M,70,General,40,20:44,Thursday,Allergic Reaction,3,25,8,5,0,4,8,6
143-86-3656,M,26,Pulmonology,5,21:33,Friday,Breathing Problem,2,19,5,6,0,5,6,6
718-73-6480,M,58,General Surgery,17,20:26,Saturday,Abdominal Pain,3,9,4,10,0,6,9,6
688-94-0633,M,65,General Medicine,33,02:43,Sunday,Fever,4,8,5,10,0,7,10,5
127-31-5492,M,66,Cardiology,5,12:10,Tuesday,Chest Pain,2,25,6,15,0,2,7,1
848-38-2535,M,33,General Medicine,24,11:42,Wednesday,Fever,4,7,7,9,0,3,10,5
372-95-8455,M,70,Neurology,5,18:31,Thursday,Stroke,1,11,10,13,0,4,2,2
569-21-9609,M,16,Pulmonology,4,07:46,Tuesday,Breathing Problem,2,14,5,8,0,2,6,6
822-31-6889,M,5,General Medicine,41,03:50,Saturday,Fever,4,13,3,12,0,6,10,5
123-50-4549,M,44,Neurology,3,07:55,Thursday,Stroke,1,14,3,14,0,4,2,2
283-38-5208,M,58,Trauma,8,01:35,Sunday,Accident,2,12,10,13,0,7,3,6
159-44-0122,M,60,Trauma,7,00:07,Wednesday,Accident,2,5,3,14,0,3,3,6
428-79-0023,M,39,General Medicine,78,04:56,Friday,Fever,4,25,10,5,0,5,10,5
509-77-5147,M,18,General Medicine,20,02:14,Monday,Fever,4,5,7,15,0,1,10,5
270-02-8150,M,72,Orthopedics,12,21:47,Thursday,Fracture,3,9,6,14,0,4,4,4
221-36-4287,M,58,Burn Unit,24,09:45,Wednesday,Burn Injury,3,17,5,8,0,3,5,6
322-87-0204,M,40,Cardiology,14,21:22,Thursday,Chest Pain,2,11,6,15,0,4,7,1
279-22-7228,M,18,Trauma,5,05:31,Tuesday,Accident,2,21,6,10,0,2,3,6
475-01-9497,M,7,Trauma,9,16:58,Monday,Accident,2,22,5,14,0,1,3,6
107-69-8839,M,32,General Surgery,25,06:54,Thursday,Abdominal Pain,3,22,6,10,0,4,9,6
571-07-3802,M,27,General Surgery,22,18:25,Monday,Abdominal Pain,3,21,6,14,0,1,9,6
677-73-9012,M,38,Burn Unit,25,09:26,Wednesday,Burn Injury,3,11,3,7,0,3,5,6
574-89-9696,M,2,General Medicine,47,23:47,Wednesday,Fever,4,10,6,5,0,3,10,5
465-82-9189,M,56,Burn Unit,10,06:02,Sunday,Burn Injury,3,7,5,9,0,7,5,6
224-58-4970,M,70,Pulmonology,14,10:11,Tuesday,Breathing Problem,2,11,9,12,0,2,6,6
781-69-2315,M,19,Neurology,14,13:39,Wednesday,Stroke,1,16,4,14,0,3,2,2
311-11-5300,M,58,General,22,03:49,Monday,Allergic Reaction,3,19,10,10,0,1,8,6
382-17-9399,M,1,Orthopedics,29,22:02,Saturday,Fracture,3,25,9,10,0,6,4,4
151-15-1930,M,56,General,47,10:26,Monday,Allergic Reaction,3,22,4,5,0,1,8,6
447-93-4805,M,14,General Medicine,82,10:58,Friday,Fever,4,15,4,5,0,5,10,5
219-49-2542,M,2,Burn Unit,23,20:12,Thursday,Burn Injury,3,16,5,9,0,4,5,6
795-89-9000,M,51,Neurology,2,00:39,Wednesday,Stroke,1,25,6,6,0,3,2,2
765-36-0361,M,38,Burn Unit,7,11:47,Monday,Burn Injury,3,5,6,10,0,1,5,6
651-30-0618,M,73,Burn Unit,19,14:19,Saturday,Burn Injury,3,14,10,7,0,6,5,6
121-36-1815,M,76,Cardiology,10,12:40,Monday,Heart Attack,1,7,9,6,0,1,1,1
301-95-4341,M,65,Burn Unit,38,08:58,Friday,Burn Injury,3,22,6,5,0,5,5,6
887-04-0837,M,18,Cardiology,5,01:35,Sunday,Chest Pain,2,24,6,8,0,7,7,1
441-68-9259,M,5,Orthopedics,9,03:09,Friday,Fracture,3,8,6,13,0,5,4,4
283-40-6955,M,51,Trauma,12,21:13,Wednesday,Accident,2,22,5,15,0,3,3,6
141-03-4367,M,9,Cardiology,9,08:58,Friday,Chest Pain,2,11,6,8,0,5,7,1
586-95-5446,M,28,Trauma,11,22:37,Wednesday,Accident,2,6,10,9,0,3,3,6
742-87-9147,M,13,Orthopedics,21,00:57,Friday,Fracture,3,23,6,14,0,5,4,4
155-16-2327,M,36,General Medicine,68,05:36,Saturday,Fever,4,24,3,15,0,6,10,5
860-62-9749,M,3,Trauma,4,01:10,Monday,Accident,2,24,4,6,0,1,3,6
662-63-9509,M,34,Neurology,4,05:37,Saturday,Stroke,1,15,3,13,0,6,2,2
295-18-8464,M,9,Neurology,13,05:33,Wednesday,Stroke,1,7,7,14,0,3,2,2
741-16-1016,M,47,General Surgery,31,10:47,Wednesday,Abdominal Pain,3,21,6,7,0,3,9,6
318-60-0594,M,76,Cardiology,13,07:52,Thursday,Heart Attack,1,11,5,15,0,4,1,1
496-58-3057,M,34,General,7,04:17,Sunday,Allergic Reaction,3,5,9,11,0,7,8,6
314-75-9545,M,72,Neurology,11,22:42,Thursday,Stroke,1,11,9,5,0,4,2,2
652-74-3737,M,38,General Surgery,21,09:10,Wednesday,Abdominal Pain,3,16,6,12,0,3,9,6
630-54-9732,M,31,Trauma,6,17:47,Wednesday,Accident,2,5,10,6,0,3,3,6
642-51-0779,M,37,Trauma,12,16:55,Monday,Accident,2,22,5,8,0,1,3,6
402-55-9647,M,42,Cardiology,13,22:15,Saturday,Heart Attack,1,20,8,14,0,6,1,1
678-22-5531,M,27,Burn Unit,8,14:01,Monday,Burn Injury,3,6,5,8,0,1,5,6
646-42-4348,M,74,Neurology,13,14:47,Saturday,Stroke,1,10,9,12,0,6,2,2
738-78-8619,M,76,Orthopedics,20,18:22,Monday,Fracture,3,12,4,7,0,1,4,4
591-72-3831,M,60,General,16,12:23,Monday,Allergic Reaction,3,12,9,6,0,1,8,6
246-10-3522,M,78,General Surgery,18,21:44,Monday,Abdominal Pain,3,16,7,9,0,1,9,6
627-43-7803,M,8,Orthopedics,29,22:16,Sunday,Fracture,3,19,9,5,0,7,4,4
878-74-5520,M,19,General Surgery,12,17:58,Sunday,Abdominal Pain,3,14,9,15,0,7,9,6
192-66-9492,M,40,Orthopedics,8,20:50,Wednesday,Fracture,3,8,4,14,0,3,4,4
589-10-6890,M,30,Cardiology,8,00:55,Wednesday,Heart Attack,1,18,4,13,0,3,1,1
520-90-6075,M,12,General Surgery,38,05:30,Friday,Abdominal Pain,3,22,6,5,0,5,9,6
460-02-7369,M,35,General Surgery,32,10:35,Tuesday,Abdominal Pain,3,19,6,5,0,2,9,6
883-95-1731,M,32,Pulmonology,7,00:22,Thursday,Breathing Problem,2,18,9,6,0,4,6,6
350-48-7391,M,27,Orthopedics,28,18:02,Sunday,Fracture,3,19,8,6,0,7,4,4
778-97-0505,M,74,Cardiology,2,04:45,Monday,Heart Attack,1,8,4,11,0,1,1,1
127-55-2720,M,76,Orthopedics,26,04:19,Sunday,Fracture,3,17,5,9,0,7,4,4
569-26-4982,M,18,General Medicine,48,07:34,Tuesday,Fever,4,16,4,13,0,2,10,5
750-47-0673,M,69,Trauma,5,10:31,Monday,Accident,2,16,5,15,0,1,3,6
